Provincias	Edad (año a año)	Españoles/Extranjeros	Sexo	Año	Total
42 Soria	TOTAL EDADES	TOTAL	Ambos sexos	2015	91006
42 Soria	TOTAL EDADES	TOTAL	Ambos sexos	2014	92221
42 Soria	TOTAL EDADES	TOTAL	Ambos sexos	2013	93291
42 Soria	TOTAL EDADES	TOTAL	Ambos sexos	2012	94522
42 Soria	TOTAL EDADES	TOTAL	Ambos sexos	2011	95223
42 Soria	TOTAL EDADES	TOTAL	Ambos sexos	2010	95258
42 Soria	TOTAL EDADES	TOTAL	Ambos sexos	2009	95101
42 Soria	TOTAL EDADES	TOTAL	Ambos sexos	2008	94646
42 Soria	TOTAL EDADES	TOTAL	Ambos sexos	2007	93593
42 Soria	TOTAL EDADES	TOTAL	Ambos sexos	2006	93503
42 Soria	TOTAL EDADES	TOTAL	Ambos sexos	2005	92773
42 Soria	TOTAL EDADES	TOTAL	Ambos sexos	2004	91652
42 Soria	TOTAL EDADES	TOTAL	Ambos sexos	2003	90954
42 Soria	TOTAL EDADES	TOTAL	Ambos sexos	2002	91487
42 Soria	TOTAL EDADES	TOTAL	Ambos sexos	2001	91314
42 Soria	TOTAL EDADES	TOTAL	Ambos sexos	2000	90911
42 Soria	TOTAL EDADES	TOTAL	Ambos sexos	1999	91252
42 Soria	TOTAL EDADES	TOTAL	Ambos sexos	1998	91593
43 Tarragona	TOTAL EDADES	TOTAL	Ambos sexos	2022	830075
43 Tarragona	TOTAL EDADES	TOTAL	Ambos sexos	2021	822309
43 Tarragona	TOTAL EDADES	TOTAL	Ambos sexos	2020	816772
43 Tarragona	TOTAL EDADES	TOTAL	Ambos sexos	2019	804664
43 Tarragona	TOTAL EDADES	TOTAL	Ambos sexos	2018	795902
43 Tarragona	TOTAL EDADES	TOTAL	Ambos sexos	2017	791693
43 Tarragona	TOTAL EDADES	TOTAL	Ambos sexos	2016	792299
43 Tarragona	TOTAL EDADES	TOTAL	Ambos sexos	2015	795101
43 Tarragona	TOTAL EDADES	TOTAL	Ambos sexos	2014	800962
43 Tarragona	TOTAL EDADES	TOTAL	Ambos sexos	2013	810178
43 Tarragona	TOTAL EDADES	TOTAL	Ambos sexos	2012	814199
43 Tarragona	TOTAL EDADES	TOTAL	Ambos sexos	2011	811401
43 Tarragona	TOTAL EDADES	TOTAL	Ambos sexos	2010	808420
43 Tarragona	TOTAL EDADES	TOTAL	Ambos sexos	2009	803301
43 Tarragona	TOTAL EDADES	TOTAL	Ambos sexos	2008	788895
43 Tarragona	TOTAL EDADES	TOTAL	Ambos sexos	2007	757795
43 Tarragona	TOTAL EDADES	TOTAL	Ambos sexos	2006	730466
43 Tarragona	TOTAL EDADES	TOTAL	Ambos sexos	2005	704907
43 Tarragona	TOTAL EDADES	TOTAL	Ambos sexos	2004	674144
43 Tarragona	TOTAL EDADES	TOTAL	Ambos sexos	2003	654149
43 Tarragona	TOTAL EDADES	TOTAL	Ambos sexos	2002	631156
43 Tarragona	TOTAL EDADES	TOTAL	Ambos sexos	2001	612086
43 Tarragona	TOTAL EDADES	TOTAL	Ambos sexos	2000	598533
43 Tarragona	TOTAL EDADES	TOTAL	Ambos sexos	1999	588499
43 Tarragona	TOTAL EDADES	TOTAL	Ambos sexos	1998	580245
44 Teruel	TOTAL EDADES	TOTAL	Ambos sexos	2022	134421
44 Teruel	TOTAL EDADES	TOTAL	Ambos sexos	2021	134545
44 Teruel	TOTAL EDADES	TOTAL	Ambos sexos	2020	134176
44 Teruel	TOTAL EDADES	TOTAL	Ambos sexos	2019	134137
44 Teruel	TOTAL EDADES	TOTAL	Ambos sexos	2018	134572
44 Teruel	TOTAL EDADES	TOTAL	Ambos sexos	2017	135562
44 Teruel	TOTAL EDADES	TOTAL	Ambos sexos	2016	136977
44 Teruel	TOTAL EDADES	TOTAL	Ambos sexos	2015	138932
44 Teruel	TOTAL EDADES	TOTAL	Ambos sexos	2014	140365
44 Teruel	TOTAL EDADES	TOTAL	Ambos sexos	2013	142183
44 Teruel	TOTAL EDADES	TOTAL	Ambos sexos	2012	143728
44 Teruel	TOTAL EDADES	TOTAL	Ambos sexos	2011	144607
44 Teruel	TOTAL EDADES	TOTAL	Ambos sexos	2010	145277
44 Teruel	TOTAL EDADES	TOTAL	Ambos sexos	2009	146751
44 Teruel	TOTAL EDADES	TOTAL	Ambos sexos	2008	146324
44 Teruel	TOTAL EDADES	TOTAL	Ambos sexos	2007	144046
44 Teruel	TOTAL EDADES	TOTAL	Ambos sexos	2006	142160
44 Teruel	TOTAL EDADES	TOTAL	Ambos sexos	2005	141091
44 Teruel	TOTAL EDADES	TOTAL	Ambos sexos	2004	139333
44 Teruel	TOTAL EDADES	TOTAL	Ambos sexos	2003	138686
44 Teruel	TOTAL EDADES	TOTAL	Ambos sexos	2002	137342
44 Teruel	TOTAL EDADES	TOTAL	Ambos sexos	2001	136233
44 Teruel	TOTAL EDADES	TOTAL	Ambos sexos	2000	136473
44 Teruel	TOTAL EDADES	TOTAL	Ambos sexos	1999	136849
44 Teruel	TOTAL EDADES	TOTAL	Ambos sexos	1998	136840
45 Toledo	TOTAL EDADES	TOTAL	Ambos sexos	2022	713453
45 Toledo	TOTAL EDADES	TOTAL	Ambos sexos	2021	709403
45 Toledo	TOTAL EDADES	TOTAL	Ambos sexos	2020	703772
45 Toledo	TOTAL EDADES	TOTAL	Ambos sexos	2019	694844
45 Toledo	TOTAL EDADES	TOTAL	Ambos sexos	2018	687391
45 Toledo	TOTAL EDADES	TOTAL	Ambos sexos	2017	686841
45 Toledo	TOTAL EDADES	TOTAL	Ambos sexos	2016	688672
45 Toledo	TOTAL EDADES	TOTAL	Ambos sexos	2015	693371
45 Toledo	TOTAL EDADES	TOTAL	Ambos sexos	2014	699136
45 Toledo	TOTAL EDADES	TOTAL	Ambos sexos	2013	706407
45 Toledo	TOTAL EDADES	TOTAL	Ambos sexos	2012	711228
45 Toledo	TOTAL EDADES	TOTAL	Ambos sexos	2011	707242
45 Toledo	TOTAL EDADES	TOTAL	Ambos sexos	2010	697959
45 Toledo	TOTAL EDADES	TOTAL	Ambos sexos	2009	689635
45 Toledo	TOTAL EDADES	TOTAL	Ambos sexos	2008	670203
45 Toledo	TOTAL EDADES	TOTAL	Ambos sexos	2007	639621
45 Toledo	TOTAL EDADES	TOTAL	Ambos sexos	2006	615618
45 Toledo	TOTAL EDADES	TOTAL	Ambos sexos	2005	598256
45 Toledo	TOTAL EDADES	TOTAL	Ambos sexos	2004	578060
45 Toledo	TOTAL EDADES	TOTAL	Ambos sexos	2003	563099
45 Toledo	TOTAL EDADES	TOTAL	Ambos sexos	2002	546538
45 Toledo	TOTAL EDADES	TOTAL	Ambos sexos	2001	536131
45 Toledo	TOTAL EDADES	TOTAL	Ambos sexos	2000	527965
45 Toledo	TOTAL EDADES	TOTAL	Ambos sexos	1999	523459
45 Toledo	TOTAL EDADES	TOTAL	Ambos sexos	1998	519664
46 Valencia/València	TOTAL EDADES	TOTAL	Ambos sexos	2022	2605757
46 Valencia/València	TOTAL EDADES	TOTAL	Ambos sexos	2021	2589312
46 Valencia/València	TOTAL EDADES	TOTAL	Ambos sexos	2020	2591875
46 Valencia/València	TOTAL EDADES	TOTAL	Ambos sexos	2019	2565124
46 Valencia/València	TOTAL EDADES	TOTAL	Ambos sexos	2018	2547986
46 Valencia/València	TOTAL EDADES	TOTAL	Ambos sexos	2017	2540707
46 Valencia/València	TOTAL EDADES	TOTAL	Ambos sexos	2016	2544264
46 Valencia/València	TOTAL EDADES	TOTAL	Ambos sexos	2015	2543315
46 Valencia/València	TOTAL EDADES	TOTAL	Ambos sexos	2014	2548898
46 Valencia/València	TOTAL EDADES	TOTAL	Ambos sexos	2013	2566474
46 Valencia/València	TOTAL EDADES	TOTAL	Ambos sexos	2012	2580792
46 Valencia/València	TOTAL EDADES	TOTAL	Ambos sexos	2011	2578719
46 Valencia/València	TOTAL EDADES	TOTAL	Ambos sexos	2010	2581147
46 Valencia/València	TOTAL EDADES	TOTAL	Ambos sexos	2009	2575362
46 Valencia/València	TOTAL EDADES	TOTAL	Ambos sexos	2008	2543209
46 Valencia/València	TOTAL EDADES	TOTAL	Ambos sexos	2007	2486483
46 Valencia/València	TOTAL EDADES	TOTAL	Ambos sexos	2006	2463592
46 Valencia/València	TOTAL EDADES	TOTAL	Ambos sexos	2005	2416628
46 Valencia/València	TOTAL EDADES	TOTAL	Ambos sexos	2004	2358919
46 Valencia/València	TOTAL EDADES	TOTAL	Ambos sexos	2003	2320297
46 Valencia/València	TOTAL EDADES	TOTAL	Ambos sexos	2002	2267503
46 Valencia/València	TOTAL EDADES	TOTAL	Ambos sexos	2001	2227170
46 Valencia/València	TOTAL EDADES	TOTAL	Ambos sexos	2000	2201200
46 Valencia/València	TOTAL EDADES	TOTAL	Ambos sexos	1999	2187633
46 Valencia/València	TOTAL EDADES	TOTAL	Ambos sexos	1998	2172796
47 Valladolid	TOTAL EDADES	TOTAL	Ambos sexos	2022	517975
47 Valladolid	TOTAL EDADES	TOTAL	Ambos sexos	2021	519361
47 Valladolid	TOTAL EDADES	TOTAL	Ambos sexos	2020	520649
47 Valladolid	TOTAL EDADES	TOTAL	Ambos sexos	2019	519546
47 Valladolid	TOTAL EDADES	TOTAL	Ambos sexos	2018	519851
47 Valladolid	TOTAL EDADES	TOTAL	Ambos sexos	2017	521130
47 Valladolid	TOTAL EDADES	TOTAL	Ambos sexos	2016	523679
47 Valladolid	TOTAL EDADES	TOTAL	Ambos sexos	2015	526288
47 Valladolid	TOTAL EDADES	TOTAL	Ambos sexos	2014	529157
47 Valladolid	TOTAL EDADES	TOTAL	Ambos sexos	2013	532284
47 Valladolid	TOTAL EDADES	TOTAL	Ambos sexos	2012	534280
47 Valladolid	TOTAL EDADES	TOTAL	Ambos sexos	2011	534874
47 Valladolid	TOTAL EDADES	TOTAL	Ambos sexos	2010	533640
47 Valladolid	TOTAL EDADES	TOTAL	Ambos sexos	2009	532575
47 Valladolid	TOTAL EDADES	TOTAL	Ambos sexos	2008	529019
47 Valladolid	TOTAL EDADES	TOTAL	Ambos sexos	2007	521661
47 Valladolid	TOTAL EDADES	TOTAL	Ambos sexos	2006	519249
47 Valladolid	TOTAL EDADES	TOTAL	Ambos sexos	2005	514674
47 Valladolid	TOTAL EDADES	TOTAL	Ambos sexos	2004	510863
47 Valladolid	TOTAL EDADES	TOTAL	Ambos sexos	2003	506302
47 Valladolid	TOTAL EDADES	TOTAL	Ambos sexos	2002	501157
47 Valladolid	TOTAL EDADES	TOTAL	Ambos sexos	2001	497961
47 Valladolid	TOTAL EDADES	TOTAL	Ambos sexos	2000	495690
47 Valladolid	TOTAL EDADES	TOTAL	Ambos sexos	1999	494594
47 Valladolid	TOTAL EDADES	TOTAL	Ambos sexos	1998	492029
49 Zamora	TOTAL EDADES	TOTAL	Ambos sexos	2022	167215
49 Zamora	TOTAL EDADES	TOTAL	Ambos sexos	2021	168725
49 Zamora	TOTAL EDADES	TOTAL	Ambos sexos	2020	170588
49 Zamora	TOTAL EDADES	TOTAL	Ambos sexos	2019	172539
49 Zamora	TOTAL EDADES	TOTAL	Ambos sexos	2018	174549
49 Zamora	TOTAL EDADES	TOTAL	Ambos sexos	2017	177404
49 Zamora	TOTAL EDADES	TOTAL	Ambos sexos	2016	180406
49 Zamora	TOTAL EDADES	TOTAL	Ambos sexos	2015	183436
49 Zamora	TOTAL EDADES	TOTAL	Ambos sexos	2014	185432
49 Zamora	TOTAL EDADES	TOTAL	Ambos sexos	2013	188270
49 Zamora	TOTAL EDADES	TOTAL	Ambos sexos	2012	191612
49 Zamora	TOTAL EDADES	TOTAL	Ambos sexos	2011	193383
49 Zamora	TOTAL EDADES	TOTAL	Ambos sexos	2010	194214
49 Zamora	TOTAL EDADES	TOTAL	Ambos sexos	2009	195665
49 Zamora	TOTAL EDADES	TOTAL	Ambos sexos	2008	197221
49 Zamora	TOTAL EDADES	TOTAL	Ambos sexos	2007	197237
49 Zamora	TOTAL EDADES	TOTAL	Ambos sexos	2006	197492
49 Zamora	TOTAL EDADES	TOTAL	Ambos sexos	2005	198045
49 Zamora	TOTAL EDADES	TOTAL	Ambos sexos	2004	198524
49 Zamora	TOTAL EDADES	TOTAL	Ambos sexos	2003	199688
49 Zamora	TOTAL EDADES	TOTAL	Ambos sexos	2002	200678
49 Zamora	TOTAL EDADES	TOTAL	Ambos sexos	2001	202356
49 Zamora	TOTAL EDADES	TOTAL	Ambos sexos	2000	203469
49 Zamora	TOTAL EDADES	TOTAL	Ambos sexos	1999	204650
49 Zamora	TOTAL EDADES	TOTAL	Ambos sexos	1998	205201
50 Zaragoza	TOTAL EDADES	TOTAL	Ambos sexos	2022	966438
50 Zaragoza	TOTAL EDADES	TOTAL	Ambos sexos	2021	967452
50 Zaragoza	TOTAL EDADES	TOTAL	Ambos sexos	2020	972528
50 Zaragoza	TOTAL EDADES	TOTAL	Ambos sexos	2019	964693
50 Zaragoza	TOTAL EDADES	TOTAL	Ambos sexos	2018	954811
50 Zaragoza	TOTAL EDADES	TOTAL	Ambos sexos	2017	953486
50 Zaragoza	TOTAL EDADES	TOTAL	Ambos sexos	2016	950507
50 Zaragoza	TOTAL EDADES	TOTAL	Ambos sexos	2015	956006
50 Zaragoza	TOTAL EDADES	TOTAL	Ambos sexos	2014	960111
50 Zaragoza	TOTAL EDADES	TOTAL	Ambos sexos	2013	978638
50 Zaragoza	TOTAL EDADES	TOTAL	Ambos sexos	2012	978130
50 Zaragoza	TOTAL EDADES	TOTAL	Ambos sexos	2011	973325
50 Zaragoza	TOTAL EDADES	TOTAL	Ambos sexos	2010	973252
50 Zaragoza	TOTAL EDADES	TOTAL	Ambos sexos	2009	970313
50 Zaragoza	TOTAL EDADES	TOTAL	Ambos sexos	2008	955323
50 Zaragoza	TOTAL EDADES	TOTAL	Ambos sexos	2007	932502
50 Zaragoza	TOTAL EDADES	TOTAL	Ambos sexos	2006	917288
50 Zaragoza	TOTAL EDADES	TOTAL	Ambos sexos	2005	912072
50 Zaragoza	TOTAL EDADES	TOTAL	Ambos sexos	2004	897350
50 Zaragoza	TOTAL EDADES	TOTAL	Ambos sexos	2003	880118
50 Zaragoza	TOTAL EDADES	TOTAL	Ambos sexos	2002	871209
50 Zaragoza	TOTAL EDADES	TOTAL	Ambos sexos	2001	857565
50 Zaragoza	TOTAL EDADES	TOTAL	Ambos sexos	2000	848006
50 Zaragoza	TOTAL EDADES	TOTAL	Ambos sexos	1999	844571
50 Zaragoza	TOTAL EDADES	TOTAL	Ambos sexos	1998	841438
51 Ceuta	TOTAL EDADES	TOTAL	Ambos sexos	2022	83117
51 Ceuta	TOTAL EDADES	TOTAL	Ambos sexos	2021	83517
51 Ceuta	TOTAL EDADES	TOTAL	Ambos sexos	2020	84202
51 Ceuta	TOTAL EDADES	TOTAL	Ambos sexos	2019	84777
51 Ceuta	TOTAL EDADES	TOTAL	Ambos sexos	2018	85144
51 Ceuta	TOTAL EDADES	TOTAL	Ambos sexos	2017	84959
51 Ceuta	TOTAL EDADES	TOTAL	Ambos sexos	2016	84519
51 Ceuta	TOTAL EDADES	TOTAL	Ambos sexos	2015	84263
51 Ceuta	TOTAL EDADES	TOTAL	Ambos sexos	2014	84963
51 Ceuta	TOTAL EDADES	TOTAL	Ambos sexos	2013	84180
51 Ceuta	TOTAL EDADES	TOTAL	Ambos sexos	2012	84018
51 Ceuta	TOTAL EDADES	TOTAL	Ambos sexos	2011	82376
51 Ceuta	TOTAL EDADES	TOTAL	Ambos sexos	2010	80579
51 Ceuta	TOTAL EDADES	TOTAL	Ambos sexos	2009	78674
51 Ceuta	TOTAL EDADES	TOTAL	Ambos sexos	2008	77389
51 Ceuta	TOTAL EDADES	TOTAL	Ambos sexos	2007	76603
51 Ceuta	TOTAL EDADES	TOTAL	Ambos sexos	2006	75861
51 Ceuta	TOTAL EDADES	TOTAL	Ambos sexos	2005	75276
51 Ceuta	TOTAL EDADES	TOTAL	Ambos sexos	2004	74654
51 Ceuta	TOTAL EDADES	TOTAL	Ambos sexos	2003	74931
51 Ceuta	TOTAL EDADES	TOTAL	Ambos sexos	2002	76152
51 Ceuta	TOTAL EDADES	TOTAL	Ambos sexos	2001	75694
51 Ceuta	TOTAL EDADES	TOTAL	Ambos sexos	2000	75241
51 Ceuta	TOTAL EDADES	TOTAL	Ambos sexos	1999	73704
51 Ceuta	TOTAL EDADES	TOTAL	Ambos sexos	1998	72117
52 Melilla	TOTAL EDADES	TOTAL	Ambos sexos	2022	85170
52 Melilla	TOTAL EDADES	TOTAL	Ambos sexos	2021	86261
52 Melilla	TOTAL EDADES	TOTAL	Ambos sexos	2020	87076
52 Melilla	TOTAL EDADES	TOTAL	Ambos sexos	2019	86487
52 Melilla	TOTAL EDADES	TOTAL	Ambos sexos	2018	86384
52 Melilla	TOTAL EDADES	TOTAL	Ambos sexos	2017	86120
52 Melilla	TOTAL EDADES	TOTAL	Ambos sexos	2016	86026
52 Melilla	TOTAL EDADES	TOTAL	Ambos sexos	2015	85584
52 Melilla	TOTAL EDADES	TOTAL	Ambos sexos	2014	84509
52 Melilla	TOTAL EDADES	TOTAL	Ambos sexos	2013	83679
52 Melilla	TOTAL EDADES	TOTAL	Ambos sexos	2012	80802
52 Melilla	TOTAL EDADES	TOTAL	Ambos sexos	2011	78476
52 Melilla	TOTAL EDADES	TOTAL	Ambos sexos	2010	76034
52 Melilla	TOTAL EDADES	TOTAL	Ambos sexos	2009	73460
52 Melilla	TOTAL EDADES	TOTAL	Ambos sexos	2008	71448
52 Melilla	TOTAL EDADES	TOTAL	Ambos sexos	2007	69440
52 Melilla	TOTAL EDADES	TOTAL	Ambos sexos	2006	66871
52 Melilla	TOTAL EDADES	TOTAL	Ambos sexos	2005	65488
52 Melilla	TOTAL EDADES	TOTAL	Ambos sexos	2004	68016
52 Melilla	TOTAL EDADES	TOTAL	Ambos sexos	2003	68463
52 Melilla	TOTAL EDADES	TOTAL	Ambos sexos	2002	69184
52 Melilla	TOTAL EDADES	TOTAL	Ambos sexos	2001	68789
52 Melilla	TOTAL EDADES	TOTAL	Ambos sexos	2000	66263
52 Melilla	TOTAL EDADES	TOTAL	Ambos sexos	1999	56929
52 Melilla	TOTAL EDADES	TOTAL	Ambos sexos	1998	60108
